accuracy,precision,recall,f1_score,roc_auc,model
0.8055358410220014,0.6572327044025157,0.5588235294117647,0.6040462427745664,0.8420677361853834,Logistic Regression (Baseline)
0.8055358410220014,0.6572327044025157,0.5588235294117647,0.6040462427745664,0.8420677361853834,Logistic Regression (Tuned)
